Listing Title,Listing Email,Listing URL,Listing Address,Listing Short Description,Listing Long Description
Kajn Tv Family Vision,,,1018 Eraste Landry Rd,,
Ktdy 99.9 Fm,,,1749 Bertrand Dr,,
Acadiana Publishing,,,1001 W Pinhook Rd,,
Iota the News,,,230 Duson St,,
Independent Weekly,,http://theind.com/,551 Jefferson St,,
UL PRESS,,https://ulpress.org,400 E St Mary Blvd,,
Kpel 96.5 Fm,,http://www.kpel965.com,1749 Bertrand Dr,,
L Le,,,920 W Pinhook Rd,,
KATC,,,1103 Eraste Landry Rd,,
AOC Community Media,,http://www.aocinc.org,101 Jefferson St 100,,
KRVS Radio Acadie,,http://www.krvs.org,,,
Acadiana Profile Magazine,,http://www.acadianaprofile.com,100 Asma Blvd Ste 365,,
Premium Fire Planning,,https://www.premiumfireplanning.com,210 Cadillac St Ste D,,
Thib's Auto Titles & Tags,,http://thibstitles.com,1212 Albertson Pkwy Ste K,,
Lafayette Public Library - West Regional Library,,http://lafayettepubliclibrary.org/?page_id=34697,501 Old Spanish Trl,,
United States Government,,,401 Iberia St,,
Redflex Traffic Systems,,http://www.redflex.com/,850 Kaliste Saloom Rd,,
Air Force Recruiting,,http://www.airforce.com,5405 Johnston St Ste 102,,
Federal Bureau of Investigation,,http://www.fbi.gov,102 Versailles Blvd Ste 725,,
Social Security,,,106 Corporate Blvd,,
Air Force Recruiting,,,2429 W Congress St,,
Lafayette Parish Courthouse,,,800 Buchanan St,,
Vermilion Parish Library,,,100 E Joseph St,,
United States Postal Serv,,http://www.usps.com,2224 Bushville Hwy,,
United States Post Office,,https://tools.usps.com/go/POLocatorDetailsAction%21input.action?locationType=po&locationTypeQ=po&radius=20&locationID=1355733,700 Rees St,,
Police Department City of Carencro,,,,,
United States Government,,,209 John St,,
United States Government,,,5926 Cameron St,,
One Acadiana,,,804 E St Mary Blvd,,
United States Postal Service,,https://tools.usps.com/find-location.htm?location=1352922,3603D Ambassador Caffery Pkwy,,
Lafayette Public Library - East Regional Library,,http://lafayettepubliclibrary.org/?page_id=17123,215 La Neuville Rd,,
United States Government,,,1597 Old Spanish Trl Saint,,
Lafayette Public Library - South Regional Library,,http://lafayettepubliclibrary.org/?page_id=263,6101 Johnston St,,
United States Post Office,,https://tools.usps.com/find-location.htm,4200 Hwy 90 E,,
Police Department Town of Youngsville,,,600 Young St,,
Town of Duson Sewer Department,,,209 Betty Ann St,,
United States Post Office,,https://tools.usps.com/find-location.htm?location=1362606,455 Feu Follet Rd,,
Lafayette Public Library - Milton Branch,,,Cedar Village Shopping Ctr 108 W. Milton Avenue,,
Lafayette Police Department,,,900 E University Ave,,
St. Martin Parish Library - Breaux Bridge Branch,,http://www.stmartinparish-la.org,105 Courthouse St,,
Lafayette Parish Clerk of Court,,,800 S Buchanan St,,
Acadian Geological Library,,,117 Heymann Blvd Ste 10,,
United States Post Office,,http://usps.com,1830 Bertrand Dr,,
U S Government Post Office,,,,,
Town of Duson Sewer Department,,,806 1st St,,
Maurice Police Department,,,405 Lastie Ave,,
State Police,,http://louisiana.gov/,121 E Pont Des Mouton Rd,,
Mashburn Machine Valve Department,,,107 Turn Row,,
North Regional Library - Lafayette Public Library,,http://lafayettepubliclibrary.org/?page_id=252,5101 N University Ave,,
Atchafalaya Basin Bridge,,,,,
Lafayette Public Library - Chenier Branch,,http://lafayettepubliclibrary.org/?page_id=261,220 W Willow St,,
Departments of Motor Vehicles,,https://www.dmv.com/la/louisiana/dmv-office/omv-branch-in-breaux-bridge,101 Berard St,,
Lafayette Fire Department,,http://lafayettela.gov/,300 N Dugas Rd,,
Breaux Bridge,,,251 Washington St,,
Lafayette Public Library - Duson Branch,,http://lafayettepubliclibrary.org/?page_id=265,310 Ave Au Nord Duson Community Center,,
Lafayette City Court,,,105 E Convent St,,
Clifton Chenier Center,,,220 W Willow St,,
Lafayette Public Library - Main Branch,,http://lafayettepubliclibrary.org/?page_id=118,301 W Congress St,,
Lafayette Public Library - Butler Memorial Branch,,http://lafayettepubliclibrary.org/?page_id=255,Martin Luther King Ctr 309 Cora St,,
Church of God In Christ,,,317 12th St,,
Central Baptist Church,,http://cbcjacksonville.com/,105 Hummingbird Ln,,
Lourdes Congregrational Health Services,,,905 Surrey St,,
First Apostolic Church,,,1111 Lee Ave,,
St Anthony's Church,,,615 Edison St,,
St Paul's Church,,,326 S Washington St,,
The Family Church,,,223 Stone Ave,,
Jungle Gardens,,http://junglegardens.org/,Hwy 329,,
Landmark Church,,http://www.landmarklafayette.com,1610 W Willow St,,
St Bernard Church,,,219 E Bridge St,,
Jesus Worship Center,,,208 Cadillac St,,
First Christian Church,,,1400 W University Ave,,
First Apostolic Church,,,210 S Morgan Ave,,
Vineyard of Lafayette,,http://lafayettevineyard.org,705 Bonin Rd,,
The Family Church,,http://thefamilychurch.org,223 Stone Ave,,
The Bayou Church,,http://thebayouchurch.org,2234 Kaliste Saloom Rd,,
St Barnabas Episcopal Church,,,400 Camellia Blvd,,
World Harvest Lighthouse Church,,,125 E Butcher Switch Rd,,
Unitarian Universalist Fellowship of Lafayette,,http://uulala.org,1119 Johnston St,,
Our Church Lafayette Campus,,,120 E Broussard Rd,,
First Baptist Church of Youngsville,,http://fbctyler.org/,623 Lafayette St,,
St. Bernard Roman Catholic Church,,http://www.stbernardch.com/,204 N Main St,,
New Kingdom Ministries Intl,,,2826 Louisiana Ave,,
First Baptist Church of Carencro,,,242 Saint Pierre Blvd,,
Church of the Nazarene,,http://www.nazarene.org,105 Merchants Blvd,,
Indian Bayou United Methodist Church,,http://www.umc.org,1029 La Highway 700,,
St Benedict the Moor Church,,,9135 Cameron St,,
Acadiana Catholic,,,129A Immaculata Cir,,
The Favor Church,,http://www.thefavorchurch.com,3148 W Pinhook Rd,,
Riverside Church Of Christ,,http://www.riversidechurchofchrist.org,200 Southcity Pkwy,,
First Baptist Church of Milton,,http://fbcmilton.com/,2535 E Broussard Rd,,
Our Lady of Perpetual Help Catholic Church,,,12995 La Highway 699,,
Global House of Praise Christian Refuge Center,,,268 Pacific Lp,,
Church of the Assumption Hall,,,6080 Mire Hwy,,
St Theresa Church,,,209 C St,,
Bethlehem Baptist Church,,,617 Latiolais Dr,,
Youngesville Christian School,,,623 Lafayette St,,
Acts Church,,,315 Lagneaux Rd,,
Destiny of Faith Christian Center Church,,http://destinyoffaithccc.org/,1900 Cameron St,,
Saint Leo the Great,,http://www.stleolafayette.com,300 W Alexander St,,
Little Refuge Church of Our Lrd Jss Chrstpstlc Fth,,,415 Dorothy St,,
Lift City Church,,https://liftcitychurch.org,123 Carmel Drive,,
United Methodist Church District Office,,,850 Kaliste Saloom Rd,,
Seventh-Day Adventist Church,,,119 Rena Dr,,
Monroe House,,,327 Monroe St,,
Trinity Christian Methodist Episcopal Church,,,604 Lee Ave,,
Riverside Church of Christ,,http://www.church-of-christ.org,111 Camellia Blvd,,
One Church,,http://www.onechurch.family,211 J B Rd,,
Spirit of Faith Church,,http://www.spiritoffaithchurch.org,123 Carmel Dr,,
Grace Presbyterian Church,,http://gracelafayette.org/,518 Roselawn Blvd,,
Katog Ratna Ling,,https://katogcholing.com/,529 Wilson St,,
Mount Bethel Baptist Church,,http://mountbethelbaptistchurch.org/,903 Arthur St,,
The Family Church,,,220 Portland Ave,,
Lafayette Korean Church,,,219 W Broussard Rd,,
Victory Family Worship Center,,,204 Apollo Rd,,
Our Savior’s Church Midtown,,http://www.oursaviorschurch.com/midtown,101 Marie Antoinette St,,
Wat Thammarattanaram of La Inc At New Iberia,,,7913 Champa Ave,,
First United Methodist Church,,http://www.umc.org,703 Lee Ave,,
St Peter & Paul Catholic Church,,,102 N Church St,,
First Apostolic Church,,,717 Duhon Rd,,
Holy Spirit Anglican Church,,,705 Bonin Rd,,
Trinity Bible Church,,,3001 Verot School Rd,,
Submerge Family Church,,http://www.submergefamilychurch.com,201 Four Park Rd,,
The Church of Jesus Christ of Latter-day Saints,,http://www.lds.org,116 W Bluebird St,,
Family Life Christian Fellowship,,,2223 Dulles Dr,,
Church of Christ At 1800 Louisiana Av,,,1800 Louisiana Ave,,
Progressive Baptist Church Prayer Line,,,125 Gallian St,,
Mt Calvary Church Charismatic Believers,,,323 Hilda St,,
New Life Pentecostal,,,407 Pecan Grove Rd,,
Promise Land Church of Acadiana,,,119 St Stephen Dr,,
Community Baptist Church,,,201 Timothy Dr,,
Living Word Christian Fellowship,,,3326 Main Hwy,,
Faith Baptist Church Parsonage,,,205 Wheatfield Dr,,
First Apostolic Church,,,623 Lafayette St,,
Trinity Bible Church,,http://www.trinitybible.org,130 E Broussard Rd,,
Our Lady Queen of Peace Catholic Church,,http://ourqueen.org/,145 Martin Luther King Jr Dr,,
Community Baptist Church,,,,,
Faith To Faith Ministry,,,104 S Chestnut St,,
Church of Christ of Lafayette,,http://www.church-of-christ.org,510 Orchid Dr,,
Hope In Christ Ministries,,,206 Saint James Dr,,
God's Empire Gospel Church,,http://www.godimperialkingdom.org,,,
First United Pentecostal Church,,http://www.upci.org,1003 Brian St Saint,,
Come Lord Jesus,,http://www.comelordjesus.com,1804 W University Ave,,
Temple Shalom,,http://www.templeshalomlala.org/,603 Lee Ave,,
St John Berchmans Church,,,552 Main St,,
Faith to Faith Ministry,,http://faithtofaithministry.com,208 S Sterling St,,
Oaklawn Avenue Church,,,1515 W University Ave,,
Christ The King Church,,,510 NW Evangeline Thrwy,,
First Apostolic Church,,,104 Acadian Dr,,
St. Elizabeth Seton Catholic Church,,http://www.setonchurch.org,610 Rain Tree Trl,,
Sacred Heart Church,,http://www.shbroussard.org,200 W Main St,,
Innerfaith Prison Ministry,,,1319 W Pinhook Rd,,
St. Joseph Catholic Church,,http://stjosephcecilia.com,2250 Cecilia Sr High School Hwy,,
Calvary Baptist Church,,,4015 Moss St,,
Our Lady of Fatima Catholic Church,,,410 N Michaud St,,
Elizabeth Memorial Baptist Church,,,,,
Langford Mary MA Lpc,,,3000 W Pinhook Rd,,
United Christian Outreach,,,422 Carmel Dr,,
Saint Anne Church Offices,,,201 Nicole Dr,,
Hope Chapel Family Church,,,1797 Declouet Hwy,,
Garden Baptist Church,,,103 Merchants Blvd,,
West Lafayette Congregation of Jehovah's Witnesses,,,2203 S Fieldspan Rd,,
Youngsville Baptist Chapel Sbc,,,623 Lafayette St,,
Lively Hope Pentecostal Church,,,120 Romero St,,
Saint Anne Church Parish Hall,,,201 Church St,,
Praise Church,,,700 Church St Saint,,
True Vine Ministries,,,1555 W Willow St,,
First Apostolic Church,,,2535 E Broussard Rd,,
Our Lady of the Assumption Roman Catholic Church,,,410 N Michaud St,,
Grace Community Church,,,111 Liberty Ave,,
First Pentecostal Church,,,219 S Pierce St,,
First Baptist Church of Scott,,http://firstbaptistscott.org/,5100 Cameron St,,
Chi Alpha Christian Fellowship,,http://www.xadiversityproject.com,1402 Johnston St,,
Progressive Baptist Church,,,2001 E Simcoe St,,
Good Hope Baptist Church,,,1501 E Willow St,,
Living Word Church,,,210 W Pine St,,
Metro Life Church,,http://www.mlclafayette.com,4533 Johnston St Incredible Plaza,,
Solid Rock Missionary Baptist Church,,,100 Railroad St,,
Asbury Preschool,,http://www.umc.org,101 Live Oak Blvd,,
Church In the City Ministries,,,236 Colorado Rd,,
Faith Community United Methodist Church,,,720 E Main St,,
Episcopal Church of the Ascension,,http://www.ascensionlafayette.com,1030 Johnston St,,
Pentecostals of Lafayette,,http://www.lafayettepentecostals.org,6214 Johnston St,,
Our Savior's Church,,http://www.oursaviorschurch.com/Broussard,655 Hwy 96,,
Crossroads Church,,https://mycrossroads.org,150 Verona Dr,,
Arch Angel Gabriel Orthodox,,http://stgabrielorthodox.org/,1237 Eraste Landry Rd,,
St Joseph's Church,,http://stjosephschurch.org/,208 E Edith Rd,,
Living Life Church,,https://www.livinglife.cc,2768 NE Evangeline Thruway,,
Immanuel United Methodist Church,,http://www.umc.org,2700 Louisiana Ave,,
Jordan Assembly of God,,http://www.ag.org,6408 Johnston St,,
Temple Baptist Church,,,3501 N University Ave,,
First Apostolic Church,,,5100 Cameron St,,
Family Life Church,,http://www.flchurch.net,2223 Dulles Dr,,
Northwood United Methodist Church,,,4530 Moss St,,
St Francis of Assisi Church,,,610 N Main St,,
Lafayette Christ Gospel Church,,http://christgospel.org/,231 Stone Ave,,
St Patrick's Church,,,406 E Pinhook Rd,,
Hope Alive,,http://www.hopealive.com,2723 W Pinhook Rd,,
St Alphonsus Church,,,8700 Maurice Ave,,
Duson Baptist Mission,,,8827 Cameron St,,
St Joseph Church,,,232 Saint Deporres St,,
St. Rose of Lima Roman Catholic Church,,,2184 Bushville Hwy,,
Holy Cross Church,,http://holycrosslafayette.com/,505 Broadmoor Blvd,,
Acadian Baptist Church,,,605 Kaliste Saloom Rd Ste I,,
St Martin De Porres Church,,,1100 Chiasson St,,
Lewis Temple CME Church,,,116 Essie St,,
Holy Trinity Catholic Resource Center,,,103 Amaryllis Dr,,
First United Full Gospel Church,,,400 Saint John St,,
Covenant Christian Fellowship,,,1700 E Willow St,,
Wesley United Campus Ministry,,,238 General Gardner Ave,,
The Open Door Church,,http://opendoorla.org/,1709 Dulles Dr,,
First Baptist,,http://Www.fbclaf.org,1100 Lee Ave,,
First Presbyterian Church,,http://www.fpclafayette.org,1130 Johnston St,,
St James Baptist Church,,,1001 Plum St,,
Gethsemane Church of God In Christ,,,701 E Pinhook Rd,,
Spirit and Truth Church,,,1128 W Simcoe St,,
First Church of Christ Scientist,,http://www.tfccs.com,104 Acadian Dr,,
Our Lady of Fatima Catholic Church,,,,,
Victory Tabernacle Church of God,,,446 N Sterling St,,
Alfa & Omega Church,,http://linajereal.org,605 S College Rd,,
St Peter & Paul Catholic Church,,,703 Alfred St,,
Our Lady of Wisdom Church & Catholic Student Center,,https://www.ourladyofwisdom.org,501 E Saint Mary Blvd,,
Our Lady of Fatima Catholic Church,,,2319 Johnston St,,
Academy of Christian Arts,,,1115 Saint Mary St,,
Redeemer City Church,,https://www.redeemercity.com,328 Guilbeau Rd,,
St Pius X,,,201 E Bayou Pkwy,,
Cathedral of St John,,,914 Saint John St,,
St Basil Catholic Church,,,1803 Duhon Rd,,
Trinity Presbyterian Church,,,3001 Verot School Rd,,
St Peter & Paul Catholic Church,,,1110 Old Spanish Trl,,
Evangeline Baptist Associational Office,,,3000 W Pinhook Rd,,
Faith Lutheran Church,,,104 Rue Fountaine,,
St Theresa Church Office,,,209 C St,,
Carencro's First Apostolic Church,,,4501 NW Evangeline Trwy,,
St Martin Parish of St Martinville,,,511 Wild Cherry Ln,,
St Joseph's Church,,,8005 Maurice Ave,,
Our Savior’s Church,,http://www.oursaviorschurch.com/broussard,655 Hwy 96,,
Amana Christian Fellowship,,,310 Milton Rd,,
Faith Baptist Church,,,111 Doncaster Cir,,
First Apostolic Church,,,242 Saint Pierre Blvd,,
Bonner Creek Baptist Church,,,,,
First Assembly of God Church,,http://www.ag.org,3555 Verot School Rd,,
Trinity Bible Church,,,315 Polk St,,
First Lutheran Church,,http://www.flclafayette.org,301 W Farrel Rd,,
St Joseph's Church,,,100 E Milton Ave,,
First Baptist Church,,http://excitement.org/,2005 Rees St,,
God's Empire Gospel Church,,http://www.gegchope.com,,,
West Marine,,https://www.westmarine.com/stores?showMap=true&storeId=514,2668 Johnston St Ste B2,,
Morgan Claire,,http://morganclaire.com,201 Settlers Trace Blvd,,
Rouses Market,,http://shop.rouses.com/,601 Bertrand Dr,,
Riley Girl Jeans Boutique,,http://RileyGirlJeans.Shop,1529 Ambassadors Caffery Pkwy,,
Kelly Guidry's Studio,,http://www.kellyguidry.com,108 Van Buren St,,
Farmer's Drugs And Gifts,,,601 Lafayette St.,,
Acadiana Book & Comic Shop,,,2506 Johnston St,,
Reflections of Olde Antique Mall,,http://www.reflectionsofoldeantiquemall.com,700 W Congress St,,
Beausoleil Books,,https://www.beausoleilbooks.com,302 Jefferson St Ste A,,
Madame Marie's Candle Shop,,,1800 NE Evangeline Thruway Ste C13,,
The Royal Standard,,https://www.theroyalstandard.com,2015 Johnston St,,
Lagniappe Records,,http://www.lagniapperecords.com,311-B Jefferson St,,
7 Chics,,,201 Settlers Trace Ste 3003,,
Lafayette Jockey Lot Flea Market,,http://www.lafayettejockeylot.com,3011 NW Evangeline Thrwy,,
Herring Stone's 2 Sisters' Boutique,,http://www.herringstonesboutique.com,111 Settlers Trace Blvd Ste 1001,,
The Gypsy Market,,,1119 Johnston St Ste F,,
Circle K,,https://www.circlek.com/store-locator/us/lafayette/3201-johnston-st/2706833,3201 Johnston St,,
Circle K,,https://www.circlek.com/store-locator/US/lafayette/2302-ambassador-caffery-pkwy/2740620,2302 Ambassador Caffery Pkwy,,
Pieces of Eight,,http://www.piecesofeightgifts.com,902 Coolidge Blvd,,
Acadiana Comics & Collectibles,,,2508R Johnston St,,
Acadian Pawn Shop,,https://acadianpawn.com,110 Guilbeau Rd,,
Buttross Jewelers Repair Shop,,http://www.southcollegecenterlaf.com/buttrossjewelers/,2841 Johnston St South College Center,,
Closeout Warehouse,,,208 W Pinhook Rd,,
Partners' Ltd,,,1907 Kaliste Saloom Rd,,
Home Goods,,https://www.homegoods.com/store-details/Lafayette-LA-70508/695,111 Meadow Farm Rd,,
Coin & Treasure,,,2472 W Congress St,,
Maxway,,,1710 S Main St Saint,,
The Shirt Shoppe,,https://the-shirt-shoppe-la.square.site,9517 Maurice Ave,,
Life Designed in Louisiana,,http://www.lifedesignedinla.com,1410 W Pinhook Rd,,
Sam's Furniture Direct,,https://www.samsfurnituredirect.com,5500 Cameron St,,
Fleur De Lis Furniture,,,3814 B Ambassador Caffery,,
Target,,https://www.target.com/sl/lafayette-n/2377,3225 Louisiana Ave,,
Vintiques,,http://myvintiquesla.com,414 Heymann Blvd,,
Dollar General,,,8829 Cameron St,,
Monroe's Boutique,,,136 E Bridge St,,
Two Men and a Truck Lafayette,,https://twomenandatruck.com/movers/la/lafayette,4000 Cameron St,,
Acadian Religious,,http://www.acadianareligious.com,2819A Johnston St South College Shopping Ctr,,
Books-A-Million,,http://www.booksamillioninc.com/,4419 Ambassador Caffery Pkwy,,
Acadiana Center for the Arts,,https://acadianacenterforthearts.org,101 W Vermilion St,,
Dollar General,,https://www.dollargeneral.com/store-directory/la/lafayette/14800.html,2411 Louisiana Ave.,,
Acadiana Square,,https://www.shopacadianamall.com,5725 Johnston St,,
The Dress Diaries,,http://www.thedressdiaries.com,3809 Ambassador Caffery Pkwy Ste 133C,,
Academy Sports + Outdoors,,http://www.academy.com/shop/storelocator/louisiana/lafayette/store-0113,3001 Louisiana Ave,,
2 Very Busy Sisters LLC,,http://2VERYBUSYSISTERS.com,203 Toledo Dr,,
Field & Stream,,https://stores.fieldandstreamshop.com/la/lafayette/4603/,110 Old Camp Rd Ste B,,
The Cajun Picasso,,http://www.thecajunpicasso.com,102 Woodvale Ave,,
Beads Galore Mardi Gras & Costume Party Store,,,4909 Cameron St,,
Maurice Flea Market,,,9004 Maurice Ave,,
dd's DISCOUNTS,,http://www.ddsdiscounts.com,221 W Willow St,,
Cajun Creations Gifts & More,,http://www.cajuncreationsgifts.com,600 Saint Landry St,,
Sanctuary Games and Comics,,http://sanctuarygamesandcomics.com,1512 Ambassador Caffery Pkwy Ste 5,,
The Mulberry Tree,,http://www.mulberrytreelafayette.com,211 Guilbeau Rd,,
Shi Shi Boutique,,,5725 Johnston St,,
The Fresh Market,,https://www.thefreshmarket.com,1810 Kaliste Saloom Road,,
All Wood Furniture Shop,,http://www.allwoodcompany.com,125 Southern Pacific,,
Meraki Boutique,,http://www.merakishop.online,201 Albertson Pkwy Ste N B,,
Tessica's Candle Shop,,,1209 S Fieldspan Rd,,
Pack and Paddle,,http://www.packpaddle.com,601 E Pinhook Rd,,
Angelle's Vintage Treasures,,,107 S Main St,,
Janell's Antiques & Gifts,,,200 E Bridge St,,
Upscale Retail,,,102 Rena Dr,,
Unique Finds Antiques & More,,http://uniquefindsantiquesandmore.com,107 C Kaliste Saloom Rd,,
Clothing Loft,,https://theclothingloftlafayette.square.site,117 Arnould Blvd,,
The Velvet Monkey,,https://www.mycolorfast.com,101 Kaliste Saloom Rd,,
Mattress Factory,,,212 N Luke St,,
This-N-That,,https://this-n-that-resale-shoppe.business.site,1403 Moss St,,
Marshalls,,https://www.marshalls.com/store-finder/Lafayette-LA-70508/277,111 Meadow Farm Rd Ste 150,,
Elle Rae A Clothing Boutique,,https://shopellerae.com,125 Arnould Blvd Ste 125,,
Five Below,,https://locations.fivebelow.com/la/lafayette/111-meadow-farm-road,111 Meadow Farm Rd Ste 110,,
Janell's Too,,,200 E Bridge St,,
Revived Designs Antiques Store and Fine Art Restoration Service,,,207 W Simcoe St,,
Attakapas Collective,,,800 E Vermilion St,,
Haas Factory Outlet,,,914 W Pont Des Mouton Rd,,
Jewelie's Boutique,,https://www.jeweliesboutique.com,407 Rena Dr,,
The Pottery Dude,,,3011 NW Evangeline Thruway,,
Heaven On Earth,,http://www.HeavenOnEarthOnline.net,108 Rena Dr,,
Love's Travel Stop,,https://www.loves.com/locations/523,126 Lexington Dr,,
Provincial Posh,,https://provincialposh.com,550 Lakes Blvd,,
Acadiana Prescription Shop,,http://www.acadianarx.com/,454 Heymann Blvd,,
Louisiana Furniture Gallery,,http://www.lfgallery.com,5726 Johnston St,,
Ambassador Row,,https://www.regencycenters.com/property/detail/80008/AmbassadorRow,3501-3561 Ambassador Caffery,,
